accuracy	sensitivity	specificity	precision	recall	f1-score	MCC	Cohen kappa	ROC-AUC	PR-AUC	PRG-AUC	PRG-AUC_clipped
0.8875	0.884921	0.943681	0.894983	0.884921	0.88681	0.833963	0.830668	0.984952	0.96138	0.938643	0.938643
