accuracy	sensitivity	specificity	precision	recall	f1-score	MCC	Cohen kappa	ROC-AUC	PR-AUC	PRG-AUC	PRG-AUC_clipped
0.93125	0.930556	0.965201	0.939353	0.930556	0.931708	0.900076	0.896519	0.987666	0.969745	0.950093	0.950093
