accuracy	sensitivity	specificity	precision	recall	f1-score	MCC	Cohen kappa	ROC-AUC	PR-AUC	PRG-AUC	PRG-AUC_clipped
0.9375	0.9375	0.968407	0.944149	0.9375	0.938012	0.909023	0.905971	0.995345	0.987198	0.980827	0.980827
