accuracy	sensitivity	specificity	precision	recall	f1-score	MCC	Cohen kappa	ROC-AUC	PR-AUC	PRG-AUC	PRG-AUC_clipped
0.875	0.880952	0.937271	0.893311	0.880952	0.874673	0.823357	0.812559	0.983402	0.949261	0.945078	0.945078
