accuracy	sensitivity	specificity	precision	recall	f1-score	MCC	Cohen kappa	ROC-AUC	PR-AUC	PRG-AUC	PRG-AUC_clipped
0.93125	0.931548	0.965201	0.932838	0.931548	0.932037	0.896726	0.896568	0.992226	0.983889	0.975476	0.975476
