scores	parameters
0.9125	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 1.0, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
0.88125	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 1.0, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
0.69375	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 0.1, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
0.69375	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 0.1, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
0.35	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 0.01, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
0.35	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_classif at 0x7f22edb54860>, 'model__C': 0.01, 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__solver': 'liblinear'
